id,latitude,longitude,day_of_year,day_of_week,hour,month,pollution_value
618,43.83,18.385,151,2,3,5,11.5
619,51.179,4.238,348,4,15,12,25.12
620,37.761,-119.067,251,5,20,9,6.5
621,28.751,77.244,215,2,14,8,3.5
622,25.756,-100.223,247,1,9,9,11.5
623,36.158,-118.611,323,6,6,11,5.5
624,48.951,-115.163,140,0,23,5,6.5
625,39.754,117.264,221,0,14,8,22.5
626,31.011,76.514,304,0,4,10,73.52
627,17.197,102.436,159,3,15,6,12.9
628,40.786,111.694,221,0,14,8,9.5
629,23.759,109.185,221,0,14,8,31.5
630,35.53,104.641,221,0,14,8,11.5
631,-4.312,15.269,272,3,21,9,11.5
632,38.249,-119.211,285,2,18,10,10.3
633,34.793,135.613,267,0,10,9,4.5
634,27.311,103.753,221,0,14,8,15.5
635,13.954,75.568,289,6,19,10,29.17
636,36.166,-94.166,150,1,21,5,21.5
637,33.51,-86.778,151,2,2,5,13.1
638,13.81,100.503,159,4,5,6,12.0
639,34.367,108.721,221,0,14,8,17.5
640,36.085,117.066,221,0,14,8,42.5
641,38.02,138.434,267,0,10,9,5.5
642,37.665,-85.827,151,2,2,5,8.5
643,38.282,-122.292,140,3,17,5,5.5
644,36.901,126.684,193,3,19,7,26.5
645,47.929,106.819,72,2,21,3,140.5
646,48.372,-119.47,151,2,2,5,4.5
647,42.225,-83.134,150,1,23,5,12.6
648,37.519,-118.744,265,2,3,9,8.5
649,49.448,11.019,354,0,12,12,15.77
650,20.326,72.923,285,2,7,10,56.5
651,36.017,139.307,267,0,10,9,11.5
652,37.055,79.953,178,4,5,6,86.5
653,44.688,-63.546,96,2,17,4,4.0
654,30.109,104.706,221,0,14,8,11.5
655,37.9,112.479,221,0,14,8,28.5
656,44.737,20.411,214,3,11,8,10.354
657,32.375,119.572,221,0,14,8,33.5
658,25.154,121.672,137,0,8,5,13.5
659,30.728,104.366,221,0,14,8,16.5
660,34.706,112.411,221,0,14,8,18.5
661,12.891,80.085,304,0,4,10,92.27
662,45.275,131.007,221,0,14,8,5.5
663,36.814,-121.347,184,1,17,7,6.5
664,50.297,10.916,347,3,15,12,15.75
665,39.386,-121.158,259,1,21,9,64.5
666,32.961,131.559,267,0,10,9,6.5
667,64.826,-147.679,151,2,2,5,3.5
668,52.179,-0.295,301,6,3,10,9.5
669,19.936,110.534,221,0,14,8,12.5
670,59.292,18.03,214,3,11,8,6.1
671,35.879,140.035,267,0,10,9,5.5
672,36.351,138.222,267,0,10,9,7.5
673,35.313,-79.853,151,2,2,5,8.5
674,-23.584,-46.69,95,2,23,4,25.5
675,39.253,141.863,267,0,10,9,7.5
676,38.57,-78.407,136,1,18,5,7.8
677,-33.897,18.612,151,2,2,5,13.5
678,35.135,-80.877,92,1,18,4,10.5
679,6.086,-0.049,276,2,16,10,8.770000020662945
680,-26.598,29.052,151,2,0,5,3.5
681,32.529,80.056,221,0,14,8,9.5
682,39.711,-105.15,202,6,20,7,9.5
683,35.38,139.654,267,0,10,9,9.5
684,36.998,35.304,126,5,14,5,15.11
685,51.607,4.963,243,4,16,8,12.833333015441896
686,32.996,130.421,267,0,10,9,9.5
687,32.081,131.536,267,0,10,9,8.5
688,42.323,-83.154,150,1,23,5,13.3
689,22.627,88.42,289,6,18,10,26.8
690,44.502,-95.828,151,2,2,5,8.4
691,19.592,-155.991,151,2,2,5,6.5
692,39.515,-119.723,151,2,2,5,9.5
693,31.796,-106.551,318,6,15,11,16.0
694,41.783,-71.442,151,2,2,5,6.5
695,37.946,-119.114,151,2,2,5,7.4
696,33.265,-117.387,151,2,2,5,9.0
697,39.193,-86.462,151,2,2,5,7.9
698,37.597,-77.451,142,6,7,5,12.8
699,36.568,-118.044,253,2,21,9,17.5
700,36.868,30.71,151,2,3,5,24.077
701,13.389,100.949,188,5,11,7,10.3
702,14.782,100.647,188,5,11,7,16.2
703,41.065,121.838,221,0,14,8,37.5
704,25.824,-100.487,222,4,17,8,10.95
705,36.009,103.833,221,0,14,8,20.5
706,13.731,100.598,154,6,23,6,8.7
707,30.616,76.37,304,0,5,10,63.27
708,40.25,-77.195,151,2,2,5,12.7
709,31.78,130.221,267,0,10,9,8.5
710,37.099,114.487,366,3,18,12,30.5
711,37.982,-119.128,319,2,8,11,17.5
712,35.014,138.972,267,0,10,9,4.5
713,38.235,21.783,29,0,22,1,12.5
714,36.459,139.826,267,0,10,9,9.5
715,44.567,18.631,82,4,20,3,51.2
716,44.505,26.023,212,1,13,7,7.879058
717,42.681,-111.591,151,2,2,5,8.3
718,39.801,-121.632,108,3,20,4,11.5
719,38.274,140.855,267,0,10,9,9.5
720,13.81,100.667,154,6,16,6,17.6
721,34.224,117.206,221,0,14,8,27.5
722,49.132,19.642,214,3,10,8,21.008
723,40.947,107.573,366,3,19,12,23.5
724,23.873,120.695,137,0,8,5,16.5
725,26.836,100.259,221,0,14,8,10.5
726,34.323,-118.705,151,2,2,5,4.5
727,44.609,-123.053,151,2,2,5,7.8
728,36.195,117.048,221,0,14,8,43.5
729,22.888,120.542,137,0,8,5,19.5
730,49.302,-123.055,235,2,0,8,3.6375000017384687
731,38.859,-77.049,192,1,13,7,21.5
732,34.553,135.743,267,0,10,9,7.5
733,31.839,120.49,221,0,14,8,33.5
734,36.986,35.3,151,2,3,5,38.647
735,34.22,-118.904,165,1,7,6,17.5
736,37.783,120.751,311,3,16,11,7.5
737,21.68,110.952,221,0,14,8,11.5
738,46.759,23.514,29,0,23,1,26.97216666
739,36.068,136.216,267,0,10,9,7.5
740,30.991,103.654,366,3,19,12,66.5
741,31.817,116.505,221,0,14,8,19.5
742,31.796,-106.551,319,0,17,11,12.5
743,43.627,3.87,64,0,10,3,6.9
744,32.314,-90.159,151,2,2,5,14.1
745,63.142,14.6,214,3,10,8,6.8
746,38.78,-120.568,69,0,20,3,10.6
747,31.914,131.368,267,0,10,9,8.5
748,36.567,-118.046,274,2,21,9,32.5
749,29.571,74.991,304,0,5,10,119.8
750,30.414,109.468,221,0,14,8,14.5
751,37.416,105.034,366,3,19,12,13.5
752,19.521,-99.061,300,6,9,10,35.5
753,26.603,101.716,221,0,14,8,31.5
754,28.194,76.842,304,0,4,10,215.7
755,36.46,126.76,193,3,19,7,25.5
756,24.949,121.492,137,0,7,5,15.5
757,20.011,-155.782,151,2,2,5,6.5
758,35.38,-83.194,337,4,16,12,7.5
759,37.427,118.624,322,1,11,11,66.5
760,27.02,75.767,163,0,8,6,27.5
761,31.488,92.046,221,0,14,8,15.5
762,35.9,-78.566,143,1,2,5,23.5
763,36.381,-105.621,151,2,2,5,5.5
764,33.579,119.019,221,0,14,8,33.5
765,48.947,2.275,212,1,14,7,15.4
766,33.176,-115.548,277,2,7,10,14.5
767,44.733,-122.205,151,2,2,5,7.6
768,39.726,140.057,267,0,10,9,7.5
769,30.38,114.861,366,3,19,12,38.5
770,28.81,78.693,13,3,7,1,81.5
771,39.85,-84.767,151,2,2,5,8.8
772,39.615,118.223,221,0,14,8,17.5
773,29.964,122.161,221,0,14,8,15.5
774,28.106,77.287,1,2,12,1,135.01
775,35.145,138.684,267,0,10,9,5.5
776,44.972,-122.978,151,2,2,5,8.1
777,15.379,75.602,288,5,12,10,24.75
778,36.427,127.395,193,3,19,7,11.5
779,37.539,-118.756,274,2,1,9,8.5
780,43.447,87.421,221,0,14,8,10.5
781,35.345,139.534,267,0,10,9,7.5
782,37.609,-118.991,150,1,22,5,9.5
783,29.536,115.989,221,0,14,8,30.5
784,30.401,-81.641,151,2,2,5,15.4
785,22.512,113.375,221,0,14,8,13.5
786,36.027,139.453,267,0,10,9,10.5
787,34.431,108.684,221,0,14,8,15.5
788,35.577,116.872,221,0,14,8,34.5
789,25.86,85.776,304,0,4,10,347.5
790,23.002,120.216,137,0,8,5,11.5
791,-41.755,146.949,63,6,22,3,4.5
792,-28.845,31.9,109,2,18,4,4.0
793,44.139,-121.265,151,2,2,5,7.7
794,51.35,21.127,8,6,10,1,135.5
795,42.797,-96.866,8,6,19,1,24.9
796,53.51,-2.261,272,4,9,9,13.462500015894571
797,45.218,1.77,162,1,14,6,5.5
798,29.239,117.203,221,0,14,8,29.5
799,4.707,-74.053,91,4,8,4,31.25379
800,38.734,-122.607,339,3,20,12,8.5
801,51.645,-0.086,40,1,23,2,13.5
802,27.936,120.748,221,0,14,8,25.5
803,29.996,102.972,221,0,14,8,18.5
804,38.94,-119.938,139,3,17,5,8.8
805,25.012,85.448,289,6,18,10,60.5
806,43.291,5.39,29,0,19,1,18.8
807,44.345,-81.541,198,0,20,7,12.5
808,34.693,135.479,267,0,10,9,7.5
809,33.686,114.67,221,0,14,8,24.5
810,39.686,98.515,366,3,19,12,29.5
811,50.352,3.506,199,1,23,7,16.45
812,39.323,-76.653,13,3,13,1,21.5
813,35.002,137.038,267,0,10,9,12.5
814,48.051,-122.265,151,2,2,5,4.7
815,45.368,4.787,343,0,3,12,14.1
816,22.726,114.23,221,0,14,8,11.5
817,35.296,139.677,267,0,10,9,5.5
818,51.53,0.028,289,1,13,10,19.5
819,29.006,77.253,304,0,5,10,132.5
820,31.959,102.138,366,3,19,12,36.5
821,23.46,80.197,289,6,19,10,66.5
822,35.666,139.627,267,0,10,9,13.5
823,48.951,-115.163,236,5,1,8,9.5
824,12.987,77.705,53,3,6,2,44.44
825,23.574,113.629,366,3,18,12,17.5
826,41.846,123.37,221,0,14,8,22.5
827,33.904,-85.033,19,3,16,1,5.7
828,25.043,121.557,137,0,8,5,17.5
829,39.803,-120.462,150,1,23,5,6.1
830,47.91,106.843,73,3,1,3,124.5
831,30.469,106.626,221,0,14,8,10.5
832,23.033,72.532,189,4,10,7,15.5
833,-38.718,-72.599,179,2,20,6,3.5
834,34.279,-85.281,151,2,2,5,8.4
835,31.195,107.482,221,0,14,8,4.5
836,43.189,124.303,221,0,14,8,28.5
837,30.643,114.099,221,0,14,8,20.5
838,47.828,-117.373,151,2,2,5,7.5
839,35.668,139.388,267,0,10,9,6.5
840,37.597,-77.451,142,6,0,5,15.1
841,-23.917,31.177,150,1,13,5,11.057
842,24.809,118.201,221,0,14,8,13.5
843,41.382,123.727,221,0,14,8,11.5
844,35.297,-97.49,151,2,2,5,17.0
845,36.914,140.926,267,0,10,9,8.5
846,33.597,116.973,221,0,14,8,27.5
847,30.066,103.871,221,0,14,8,13.5
848,59.164,11.396,178,3,12,6,6.2
849,45.395,-106.539,306,1,17,11,3.5
850,47.191,123.677,221,0,14,8,14.5
851,14.867,100.372,276,1,5,10,13.2
852,38.94,-119.938,138,2,13,5,9.8
853,59.457,17.917,214,3,9,8,5.4642599999999995
854,38.719,115.516,221,0,14,8,31.5
855,33.624,114.707,221,0,14,8,24.5
856,34.391,132.513,267,0,10,9,7.5
857,44.896,20.386,214,3,11,8,14.5855
858,36.227,140.332,267,0,10,9,8.5
859,26.947,112.566,366,3,19,12,39.5
860,22.527,113.338,221,0,14,8,8.5
861,41.516,-96.178,145,2,15,5,5.5
862,33.051,-87.495,151,2,2,5,12.0
863,35.213,-101.95,150,1,10,5,5.5
864,36.471,115.957,53,4,9,2,98.5
865,-32.261,150.908,277,1,21,10,3.5
866,13.891,100.514,188,5,11,7,14.1
867,-22.479,-47.574,95,2,23,4,29.5
868,36.149,114.317,221,0,14,8,35.5
869,22.528,88.28,304,0,4,10,44.3
870,40.258,140.567,267,0,10,9,10.5
871,25.546,-103.474,256,2,21,9,17.2
872,43.501,-79.695,212,0,21,7,10.5
873,37.989,-119.135,230,4,8,8,9.5
874,6.142,-75.616,249,3,16,9,20.2835
875,18.876,98.951,185,2,10,7,12.0
876,19.076,72.83,289,6,18,10,30.31
877,21.755,83.848,287,4,23,10,3.5
878,23.952,120.993,137,0,8,5,13.5
879,40.896,-122.365,58,3,23,2,11.5
880,39.443,-120.17,9,3,18,1,4.5
881,27.162,77.993,304,0,5,10,127.5
882,37.922,139.132,267,0,10,9,4.5
883,29.779,-95.235,150,1,10,5,15.5
884,40.366,49.812,282,6,22,10,17.5
885,31.286,119.449,221,0,14,8,27.5
886,31.486,92.059,221,0,14,8,13.5
887,37.761,-119.067,271,4,21,9,11.5
888,13.169,80.222,289,6,19,10,13.5
889,38.539,-121.515,248,0,5,9,15.5
890,32.462,105.833,221,0,14,8,11.5
891,34.879,108.915,366,3,19,12,51.5
892,-25.745,29.392,151,2,2,5,4.4
893,33.955,131.979,267,0,10,9,8.5
894,48.41,-119.564,157,2,23,6,6.8
895,45.433,-117.345,151,2,2,5,7.5
896,36.071,-80.301,151,2,2,5,10.2
897,48.716,19.109,214,3,10,8,25.963
898,48.512,19.167,214,3,10,8,20.107
899,44.931,20.495,214,3,11,8,15.199833333333
900,47.412,128.462,221,0,14,8,5.5
901,35.986,-83.981,145,2,5,5,11.5
902,25.135,121.557,137,0,8,5,12.5
903,33.588,131.752,267,0,10,9,4.5
904,31.445,120.337,221,0,14,8,40.5
905,40.937,-95.079,151,2,2,5,14.5
906,41.151,32.646,151,2,3,5,9.541
907,22.673,110.205,221,0,14,8,25.5
908,33.411,130.501,267,0,10,9,10.5
909,41.172,80.319,221,0,14,8,16.5
910,39.483,-84.419,138,4,21,5,11.8
911,37.733,-97.363,151,2,2,5,10.6
912,35.698,139.897,267,0,10,9,7.5
913,35.784,114.951,221,0,14,8,51.5
914,40.699,31.593,151,2,3,5,10.666
915,29.862,106.384,366,3,18,12,41.5
916,28.338,77.321,289,6,18,10,145.4
917,36.629,-118.035,110,2,21,4,23.5
918,29.017,77.024,2,3,9,1,81.18
919,-25.522,27.135,216,3,15,8,13.5
920,-34.904,138.642,76,5,10,3,11.9
921,38.541,-121.444,145,2,6,5,12.0
922,22.542,88.366,304,0,4,10,71.9
923,22.044,113.361,221,0,14,8,11.5
924,28.527,76.951,304,0,3,10,207.5
925,33.345,-115.968,102,2,5,4,9.3
926,34.981,-81.966,151,2,2,5,8.9
927,54.938,-1.652,301,6,3,10,12.5
928,-32.788,-71.397,179,2,18,6,3.5
929,-37.667,148.477,48,0,4,2,9.6
930,47.556,106.504,60,4,10,3,72.5
931,41.834,123.746,221,0,14,8,19.5
932,43.71,126.628,366,3,19,12,22.5
933,13.741,100.597,188,5,11,7,14.1
934,47.819,-104.49,118,4,20,4,7.8
935,23.51,116.327,221,0,14,8,20.5
936,25.734,-100.352,96,4,18,4,60.5
937,26.876,80.929,53,3,7,2,228.14
938,37.163,28.329,301,4,7,10,13.433
939,39.178,27.652,151,2,3,5,20.023
940,47.586,-122.29,151,2,2,5,9.5
941,35.55,102.029,221,0,14,8,20.5
942,47.802,-116.822,351,1,17,12,8.5
943,33.876,130.765,267,0,10,9,7.5
944,-33.62,19.457,222,2,9,8,7.057
945,60.765,11.138,4,3,16,1,16.246202
946,28.619,77.271,289,6,13,10,67.79
947,23.494,111.35,366,3,19,12,25.5
948,36.548,139.978,267,0,10,9,5.5
949,38.952,121.545,221,0,14,8,46.5
950,53.751,16.081,366,3,20,12,22.5036
951,-33.053,27.927,191,6,8,7,30.294
952,52.27,15.529,366,3,20,12,121.335
953,13.641,79.383,304,0,5,10,73.5
954,34.963,136.585,267,0,10,9,9.5
955,34.871,135.701,267,0,10,9,4.5
956,29.308,110.554,221,0,14,8,31.5
957,51.2,6.413,9,2,9,1,6.29
958,47.913,7.863,212,1,14,7,7.84
959,39.816,110.022,221,0,14,8,14.5
960,32.745,130.648,267,0,10,9,6.5
961,38.94,-119.938,138,2,3,5,6.2
962,43.98,4.793,29,0,20,1,14.7
963,33.225,130.476,267,0,10,9,8.5
964,13.736,100.398,64,0,5,3,40.1
965,29.797,-95.192,150,1,10,5,13.9
966,37.597,-77.451,144,1,6,5,11.0
967,34.587,-120.043,102,2,23,4,14.5
968,38.134,114.501,366,3,18,12,32.5
969,47.673,-116.827,143,1,19,5,10.5
970,47.528,21.636,95,2,22,4,14.5
971,35.009,-85.334,182,1,16,6,9.2
972,54.374,18.666,344,0,15,12,13.7
973,33.802,-118.159,151,2,2,5,6.2
974,34.806,135.648,267,0,10,9,6.5
975,41.789,-88.182,151,2,2,5,17.4
976,30.557,-87.204,150,1,21,5,15.6
977,18.405,-66.114,340,3,13,12,7.5
978,35.761,-81.404,145,3,11,5,19.5
979,34.382,115.705,51,2,10,2,163.5
980,38.94,-119.938,137,1,14,5,4.1
981,22.239,113.338,221,0,14,8,13.5
982,33.628,-101.766,150,1,10,5,9.9
983,32.43,119.346,221,0,14,8,47.5
984,38.459,27.127,151,2,3,5,27.572
985,44.56,-87.986,151,2,2,5,10.9
986,34.562,117.693,221,0,14,8,30.5
987,47.162,-120.976,257,3,7,9,5.5
988,25.924,-97.538,94,1,16,4,23.5
989,29.805,114.293,221,0,14,8,25.5
990,26.743,119.474,221,0,14,8,28.5
991,28.658,77.214,53,3,6,2,227.5
992,29.513,106.475,221,0,14,8,19.5
993,28.769,104.569,221,0,14,8,17.5
994,28.971,105.424,366,3,19,12,65.5
995,11.98,79.761,289,6,19,10,4.5
996,39.472,-121.235,76,2,7,3,4.5
997,34.657,135.003,267,0,10,9,7.5
998,36.98,-121.988,184,1,17,7,7.5
999,37.863,32.529,151,2,3,5,17.463
1000,35.952,139.683,267,0,10,9,5.5
1001,27.872,113.152,221,0,14,8,14.5
1002,34.221,-119.137,162,2,23,6,6.5
1003,38.94,-119.938,145,2,0,5,20.8
1004,35.639,-82.55,151,2,2,5,10.5
1005,33.117,130.055,267,0,10,9,8.5
1006,40.361,116.862,221,0,14,8,16.5
1007,40.825,14.278,29,0,20,1,15.1
1008,48.185,16.629,64,0,13,3,8.75
1009,50.88,-0.484,323,0,18,11,7.934
1010,26.326,107.539,221,0,14,8,12.5
1011,30.839,-83.283,150,1,10,5,16.3
1012,32.751,130.796,267,0,10,9,10.5
1013,54.139,15.535,355,1,12,12,6.6147100000000005
1014,27.175,78.077,304,0,5,10,101.58
1015,39.092,-84.525,145,2,13,5,9.5
1016,36.265,138.489,267,0,10,9,7.5
1017,-34.817,138.45,76,5,10,3,12.5
1018,42.8,-84.57,150,1,23,5,15.9
1019,37.974,-0.734,330,0,14,11,24.5
1020,44.475,26.027,29,0,23,1,11.179784609999999
1021,43.176,124.373,221,0,14,8,29.5
1022,15.901,104.598,26,3,4,1,39.5
1023,53.341,-6.183,71,0,14,3,29.36
1024,43.737,20.665,213,2,10,7,14.8165
1025,40.738,-92.033,151,2,2,5,14.5
1026,31.272,121.375,221,0,14,8,28.5
1027,41.139,122.987,221,0,14,8,26.5
1028,19.204,99.864,188,5,11,7,13.2
1029,26.885,112.599,221,0,14,8,14.5
1030,22.813,114.415,221,0,14,8,16.5
1031,32.08,-96.397,150,1,10,5,10.6
1032,42.244,-89.128,151,2,2,5,14.0
1033,28.695,77.358,304,0,5,10,173.5
1034,31.313,120.598,221,0,14,8,30.5
1035,34.155,-118.337,151,2,2,5,9.2
1036,15.385,100.007,188,5,11,7,14.8
1037,36.392,120.477,221,0,14,8,32.5
1038,52.448,12.499,64,0,12,3,44.5
1039,45.239,-122.615,151,2,2,5,7.8
1040,31.547,130.593,267,0,10,9,7.5
1041,29.685,106.608,221,0,14,8,15.5
1042,34.866,138.337,267,0,10,9,4.5
1043,43.458,-88.615,151,2,2,5,13.1
1044,31.878,-102.311,3,1,21,1,3.7
1045,-32.82,-71.497,179,2,18,6,3.5
1046,38.824,115.51,221,0,14,8,22.5
1047,40.085,-83.035,151,2,2,5,8.4
1048,36.112,103.602,221,0,14,8,31.5
1049,38.24,-122.228,310,0,18,11,11.5
1050,22.57,120.343,137,0,8,5,12.5
1051,33.892,130.909,267,0,10,9,7.5
1052,31.22,121.515,221,0,14,8,35.5
1053,45.24,-93.711,151,2,2,5,14.1
1054,26.749,-80.64,150,1,14,5,9.8
1055,48.287,-121.573,145,2,19,5,6.5
1056,44.745,20.56,213,2,10,7,10.838000000000001
1057,34.425,108.862,221,0,14,8,19.5
1058,26.481,-80.068,150,1,14,5,10.0
1059,23.751,112.943,221,0,14,8,14.5
1060,42.85,-8.558,29,0,22,1,14.5
1061,23.379,111.214,221,0,14,8,35.5
1062,42.171,-88.23,151,2,2,5,12.0
1063,44.399,20.298,214,3,11,8,12.814
1064,32.894,115.812,221,0,14,8,23.5
1065,35.525,112.852,221,0,14,8,43.5
1066,36.136,113.066,221,0,14,8,21.5
1067,43.098,-80.254,198,0,20,7,39.5
1068,32.972,-79.627,151,2,2,5,10.8
1069,41.228,-95.955,150,1,17,5,16.5
1070,38.533,106.233,221,0,14,8,24.5
1071,33.727,113.27,221,0,14,8,19.5
1072,37.517,-118.746,230,0,21,8,21.5
1073,34.634,135.104,267,0,10,9,7.5
1074,41.161,-104.731,89,3,18,3,8.0
1075,51.304,4.314,66,1,13,3,13.5
1076,31.772,119.912,221,0,14,8,40.5
1077,24.26,116.127,221,0,14,8,11.5
1078,45.369,-122.741,151,2,2,5,8.2
1079,45.741,-121.473,295,2,23,10,6.7
1080,-25.915,29.176,150,1,20,5,92.45
1081,23.338,120.273,137,0,8,5,11.5
1082,32.608,131.657,267,0,10,9,5.5
1083,35.81,139.535,267,0,10,9,4.5
1084,13.671,100.379,144,3,5,5,12.8
1085,34.213,132.542,267,0,10,9,10.5
1086,30.313,-97.648,148,6,8,5,26.5
1087,41.831,-90.239,151,2,2,5,11.1
1088,36.084,-89.339,151,2,2,5,10.5
1089,35.172,139.669,267,0,10,9,9.5
1090,48.007,17.886,214,3,10,8,31.705
1091,30.596,111.478,221,0,14,8,5.5
1092,30.74,106.106,221,0,14,8,9.5
1093,33.683,116.924,221,0,14,8,23.5
1094,14.305,100.609,188,5,11,7,17.0
1095,36.653,101.74,221,0,14,8,26.5
1096,36.246,117.704,221,0,14,8,53.5
1097,37.808,-118.465,259,0,21,9,6.5
1098,48.757,21.25,214,3,10,8,11.8833
1099,32.839,-80.001,143,0,9,5,15.3
1100,46.352,-116.515,278,4,0,10,6.6
1101,29.981,101.934,221,0,14,8,8.5
1102,35.572,129.186,6,4,16,1,37.9
1103,26.25,91.676,289,6,15,10,26.2
1104,47.668,-117.255,256,5,8,9,20.5
1105,31.074,121.24,221,0,14,8,34.5
1106,35.024,136.956,267,0,10,9,9.5
1107,35.975,139.696,267,0,10,9,8.5
1108,-38.769,-72.595,193,3,17,7,113.5
1109,41.874,-87.739,150,1,11,5,15.9
1110,34.028,130.922,267,0,7,9,7.5
1111,31.547,120.377,221,0,14,8,34.5
1112,30.173,115.072,221,0,14,8,29.5
1113,17.657,100.125,188,5,11,7,16.9
1114,13.852,100.677,155,0,14,6,18.4
1115,29.814,121.591,221,0,14,8,28.5
1116,28.769,104.6,221,0,14,8,12.5
1117,32.796,-115.583,148,1,20,5,8.5
1118,53.378,-2.6,301,6,3,10,10.5
1119,45.46,-75.709,274,0,4,9,19.018181822516702
1120,38.092,-85.557,9,1,14,1,16.4
1121,27.833,114.955,221,0,14,8,23.5
1122,34.712,135.235,266,6,8,9,4.5
1123,30.655,107.791,221,0,14,8,11.5
1124,35.66,139.455,267,0,10,9,7.5
1125,38.542,-121.77,151,2,2,5,10.2
1126,41.494,-111.984,176,1,18,6,14.4
1127,45.611,-122.767,151,2,2,5,5.7
1128,36.48,103.746,221,0,14,8,10.5
1129,45.573,-122.472,151,2,2,5,5.0
1130,51.063,3.743,348,4,15,12,22.3
1131,34.498,133.717,267,0,10,9,6.5
1132,34.602,112.418,221,0,14,8,15.5
1133,31.034,112.217,221,0,14,8,9.5
1134,26.235,91.694,289,6,19,10,35.5
1135,15.91,74.557,304,0,4,10,42.5
1136,34.486,-119.831,151,2,2,5,5.5
1137,32.839,-80.001,140,4,20,5,6.4
1138,32.839,-80.001,144,1,3,5,12.4
1139,26.149,119.33,221,0,14,8,19.5
1140,27.044,114.98,221,0,14,8,27.5
1141,39.675,118.214,221,0,14,8,27.5
1142,-33.462,-70.692,206,6,11,7,63.5
1143,35.249,113.229,221,0,14,8,16.5
1144,48.857,-116.397,151,2,2,5,8.0
1145,27.901,102.315,221,0,14,8,16.5
1146,-10.021,-76.019,165,3,17,6,17.1
1147,33.758,113.35,221,0,14,8,13.5
1148,13.817,100.532,188,5,11,7,14.416517893473308
1149,24.463,118.164,221,0,14,8,15.5
1150,26.582,118.218,221,0,14,8,18.5
1151,26.163,85.368,289,6,18,10,72.14
1152,43.313,-124.233,151,2,2,5,5.2
1153,42.587,141.573,267,0,10,9,6.5
1154,33.874,130.77,267,0,10,9,6.5
1155,31.932,120.942,221,0,14,8,25.5
1156,30.657,117.002,221,0,14,8,44.5
1157,37.847,29.142,301,4,12,10,12.365
1158,34.76,-83.277,338,2,18,12,3.8
1159,40.105,-108.729,151,2,2,5,5.5
1160,40.341,-111.679,151,2,2,5,10.6
1161,-22.949,-47.086,95,2,23,4,9.5
1162,40.494,115.962,221,0,14,8,8.5
1163,39.392,22.929,288,0,1,10,12.5
1164,32.839,-80.001,144,1,19,5,9.8
1165,38.428,112.69,221,0,14,8,31.5
1166,25.883,114.93,221,0,14,8,17.5
1167,38.575,128.254,318,2,10,11,9.5
1168,30.55,117.077,221,0,14,8,45.5
1169,32.627,-16.947,335,5,4,11,18.7
1170,47.147,-118.427,151,2,2,5,7.0
1171,38.506,-122.492,299,5,2,10,10.5
1172,49.127,-0.219,184,6,4,7,4.7
1173,25.543,-103.476,266,3,22,9,14.303
1174,26.458,74.599,304,0,4,10,67.5
1175,35.801,137.962,267,0,10,9,5.5
1176,42.065,-87.873,151,2,2,5,13.7
1177,14.751,75.396,289,6,19,10,23.5
1178,13.879,100.877,155,0,15,6,12.3
1179,38.53,112.698,221,0,14,8,31.5
1180,44.358,25.963,212,1,12,7,10.111391000000001
1181,40.621,109.785,7,1,10,1,131.5
1182,36.835,117.976,366,3,19,12,52.5
1183,32.273,118.284,221,0,14,8,31.5
1184,34.732,137.809,267,0,10,9,12.5
1185,48.021,2.696,115,2,3,4,17.55
1186,6.271,-75.55,249,4,1,9,43.8109
1187,30.35,112.227,221,0,14,8,14.5
1188,27.905,-15.528,149,5,20,5,13.5
1189,35.628,139.754,267,0,10,9,6.5
1190,34.799,111.186,221,0,14,8,22.5
1191,22.997,113.758,221,0,14,8,13.5
1192,54.37,22.355,348,5,8,12,14.9357
1193,28.979,-82.673,150,1,14,5,27.1
1194,40.71,107.355,221,0,14,8,11.5
1195,35.365,139.936,267,0,10,9,8.5
1196,-34.746,138.716,135,0,8,5,8.8
1197,41.853,-122.823,343,0,10,12,8.5
1198,42.885,-87.922,151,2,2,5,13.3
1199,40.164,-3.661,29,0,23,1,21.5
1200,43.098,-0.072,162,2,8,6,5.4
1201,47.131,27.613,252,6,1,9,17.9713774
1202,39.462,-0.469,276,2,10,10,8.5
1203,19.363,-99.259,277,1,22,10,42.5
1204,41.56,120.409,221,0,14,8,32.5
1205,47.642,-122.187,151,2,2,5,6.2
1206,40.836,111.634,13,0,11,1,124.5
1207,29.223,91.787,221,0,14,8,9.5
1208,35.778,139.713,267,0,10,9,9.5
1209,44.102,-123.177,151,2,2,5,6.4
1210,28.727,77.189,304,0,3,10,253.5
1211,32.402,-86.233,151,2,2,5,12.9
1212,-37.831,145.156,304,2,7,10,6.375
1213,49.89,7.845,29,0,22,1,38.93714905
1214,37.134,126.94,104,5,1,4,33.5
1215,33.436,120.232,366,3,18,12,43.5
1216,24.916,121.243,137,0,7,5,19.5
1217,38.278,-85.664,151,2,2,5,8.5
1218,31.897,102.201,221,0,14,8,19.5
1219,15.218,104.815,188,5,11,7,13.0
1220,30.498,114.259,221,0,14,8,39.5
1221,46.524,125.128,221,0,14,8,13.5
1222,63.142,14.6,214,3,9,8,6.5
1223,41.516,-96.178,142,6,6,5,4.5
1224,38.526,102.159,18,5,17,1,8.5
1225,31.894,117.172,221,0,14,8,22.5
1226,33.523,133.426,267,0,10,9,13.5
1227,33.299,129.703,267,0,10,9,6.5
